user_id,gender_cd,age,foreigner_yn,os_type
d14b52b34278dba,2,21,N,A
89d4f0beec286d4,2,26,N,B
3d743e17c615280,1,31,N,A
96b9eaa7cfbf6df,2,22,N,A
d654630e4675da9,1,22,N,B
9c1824dc4c204ab,2,26,N,A
8637496be322f74,1,22,N,A
cc92a4c1b1c3356,2,25,N,B
86e11bb87d6c03f,1,20,N,A
8dc5b508cc3eec1,1,21,N,A
5172e50e6eaf972,1,25,N,B
f54507e2543ba7d,1,32,N,B
b1aae450e160f1d,2,39,N,A
d4748b81d770938,1,36,N,A
8a887dd6c012c35,1,41,N,A
8a1fbdba06b6ae5,1,38,N,A
c28df5861148210,1,40,N,A
c4215ff309e38ca,2,43,N,B
f912e307fa755ae,2,27,N,A
fb020cf7b850abb,2,40,N,A
b9863be682eabd8,2,26,N,A
ec9e4395eed0269,2,29,N,A
7a19952075aeb09,1,37,N,A
0295493e8babc9e,1,25,N,A
8859dcc6b2b566c,1,30,N,A
5fb8c524e04f14b,1,23,N,B
fa64cb7c788d648,1,24,N,A
ff4ac2544fcc1dc,2,32,N,B
e21524a4c692b3a,2,22,N,A
c94a30869155114,2,28,N,B
c546415b9968eef,2,34,N,B
faefba2dc762ffc,2,25,N,B
e428b9dbfe78abe,1,30,N,A
8f8a0e369fc625e,1,22,N,B
b239be91803e029,1,50,N,A
52f1e424f4687d1,2,29,N,B
b58b296d1343498,1,22,N,B
aca589e0ef9958a,1,26,N,B
8cb04bfba4f8fe4,1,21,N,B
b4c6e991a66bab7,1,40,N,A
b9fce65d781cef2,1,28,N,A
e3150ad81088d2d,1,20,N,B
4bf5abc453d7867,2,47,N,A
a65cefda0b57e18,1,43,N,A
c7e441381ee22b3,2,30,N,A
461b442137cf50f,2,36,N,A
73c1b6bfea78403,2,32,N,A
ddbddaf742c8adb,2,43,N,A
21f198091997bfd,2,28,N,A
16da19a06f48f8f,2,15,N,B
ead4c77de668a58,2,30,N,A
12f744b80fd85b8,2,23,N,B
e7d2245f1d21563,1,24,N,A
49aaf6661e3594e,2,26,N,A
a769dc6cb510238,1,27,N,B
0321da9da6e3f5f,1,35,N,B
97670ca27484561,1,28,N,B
42ed05486a1652b,2,27,N,A
3914eca6ec19d53,1,20,N,B
8c763f838328edf,2,35,N,A
7ac15004d405b43,1,23,N,A
9a80ca94d86623d,1,20,N,B
1478ee1b7624150,2,25,N,A
115e94b0ef90135,2,34,N,A
f210b86beaf49ec,2,27,N,B
34978ab118491e3,2,41,N,A
d061cb61b89838d,2,26,N,B
a13de9271f9ec9f,1,26,N,B
5b48f8dc153306c,2,29,N,B
af05971744a246e,1,20,N,A
91afae3cb84ac64,1,27,N,B
b8ee2707b9cee6d,1,22,N,B
d5e9ed0d03c2859,2,32,N,A
667d3ef968864f8,2,24,N,A
8e32327bb4d8973,1,34,N,A
aa40096c786cfbc,1,30,N,A
398c6b824bdec0a,2,28,N,A
750e1fd4c33b8cb,2,22,N,A
ca12e387e9a70bb,1,20,N,A
a14a515feadb448,1,20,N,B
0bf53bd2e4d4c69,1,30,N,B
8a105800b9a6015,1,25,N,A
14445196e96bd4b,2,36,N,A
2386078de683ccd,1,21,N,B
c7add726cca1971,1,26,N,B
8171d974db66561,2,40,N,B
7a3486adbc043ed,2,34,N,B
749f4fc199a640c,2,27,N,A
4b0437646ac5ea3,1,27,N,B
d28eb6786574d5c,2,42,N,A
2b7a2db21ac67af,2,31,N,B
a2c7760fdd2c67f,2,49,N,A
3d8b90ef858b353,2,28,N,B
34d15c106839d8b,2,27,N,A
a7ee651cb41824a,2,27,N,A
8af782be1c03703,1,31,N,A
fa9156c82490ff4,1,33,N,A
487ea6b355fb5c8,2,28,N,A
5cb96364ad5b996,2,35,N,A
2f69f593df816e2,1,47,N,A
cd3df5ecc0f79cd,1,36,N,A
5feae3ff3b7eb8b,2,21,N,B
d4bcec8ea91db02,1,23,N,B
5361b4c171bf9c1,1,33,N,A
28e01989e084926,2,23,N,A
29f1b33bbfc7e61,2,30,N,A
fc84f2b1f2dc52d,1,28,N,A
8c7b70a4ac724e7,1,35,N,A
16779baa68fe2cf,2,31,N,A
3cb8be80b7e4959,2,26,N,A
8c9b807a5ab86ae,2,37,N,A
d0886ab3f30e2c6,1,28,N,B
154621339d4ab12,1,22,N,B
46af8cc34a417b7,1,32,N,A
92fe3719c17c9e5,1,38,N,B
9bf9e23d4a24e4c,1,27,N,B
1b3891dd2e061e8,2,30,N,B
af8a320a6f2e0a7,1,29,N,A
8cf974c42539781,1,22,N,A
8ca96e22a354a57,2,24,N,A
e774ae614fbd87f,2,25,N,A
820fb5d56e520be,2,23,N,A
9ae11160556d336,1,28,N,A
2dde362f8917c7b,1,20,N,B
9a8f2196e6702e0,1,29,N,A
413f976a25238b2,1,24,N,B
fb00d5fb328ab6d,2,31,N,A
0eb0cf9f1ab9368,2,20,N,A
db6a6fb4daa6cb8,2,25,N,A
daaec2c92607d4b,1,54,N,B
a04a07555a18837,1,29,N,B
b84613be254adee,2,36,N,A
4260fb99c4c8778,2,34,N,A
837b760743b3b45,1,22,N,A
59d26e39e8b2c54,2,25,N,A
c68d25b281b33c6,1,20,N,A
c23d82bbb2762da,2,36,N,A
3cc96ac3ffd2137,2,24,N,B
d81b987018cc752,2,32,N,A
5148cbdbe373974,2,16,N,A
2b6bba2dcfd42e0,2,33,N,A
4fc74cadfc6c252,2,26,N,B
cfc5cabda3f2007,2,31,N,A
243c15cab5c2cc9,2,26,N,A
c2d57e38406e4d2,1,49,N,A
4bd44aedc836c36,1,26,N,A
04e7b3bed6c4580,2,27,N,B
ca3c0c2888b16b9,2,23,N,A
b37c56e4b815938,2,35,N,A
9c063bd74e3bffc,1,34,N,B
044a3cf1a3d7ab5,1,25,N,B
f6a6e5558b60a75,2,22,N,A
2190b137c1c416d,2,28,N,A
f31fce6a7ef7fab,1,32,N,A
01a3ae9df368809,1,33,N,A
e314117b8e43914,1,35,N,B
2aeda76b22ba947,1,22,N,B
2e4977c166324be,2,29,N,A
4eefb56485188c9,1,21,N,B
5bc2d251961c053,2,20,N,A
a4ba353fa1ef849,1,28,N,B
17c7a6aa86593c3,2,26,N,B
c622391a711963b,1,20,N,A
7db7ffa932fe115,1,40,N,A
c9e919985eae96e,2,29,N,A
23cb7990199265c,1,20,N,B
e5d4ae258fbe23a,1,22,N,A
0da226801c86b26,1,52,N,A
7c5488ecd296140,1,27,N,A
d970f97dc098321,1,37,N,A
eeb312694ecbb33,2,28,N,A
6ea8d028c442b27,2,27,N,A
dbf5075023e3b1d,2,24,N,B
20709f483d43883,2,20,N,A
5c224125b6af9cf,1,42,N,A
a40fb0f5102846c,2,23,N,A
5e08f574109cef2,1,27,N,A
7f4ed17044ff976,2,29,N,A
ee5ace2e2864ee8,2,36,N,A
2b577620a45e6df,2,24,N,A
f54aebbee5ef4cd,2,42,N,A
badf9514adcf65d,1,25,N,A
7acd5e1fbc186ef,1,28,N,B
6d648a6a302ea33,1,45,N,A
ed3be70f3d24db3,2,29,N,B
8fc37d45c94e30e,2,27,N,B
4598a69a9fda935,1,36,N,A
3ac3664ce277c52,1,24,N,B
5852a331767a685,2,28,N,A
9abc89cc7cc86e6,2,28,N,B
1b34109881e6b03,2,62,N,B
2ddbc1787b6e347,1,39,N,A
0527af11b68a5de,2,25,N,A
0b13c90634bec51,2,23,N,B
19c407ffdc128e8,1,38,N,A
9adad981e804a40,2,30,N,B
ca12d69f69c5a83,2,23,N,B
2dffabc62bb3c24,2,26,N,B
81360fcaed2b389,1,41,N,A
872f1e91fbc8b5a,2,33,N,B
ac85bbce51a2d32,2,24,N,A
cacc2f281feecdb,2,32,N,B
9ea22311cdf5a08,1,26,N,B
a1dd522c0df00e8,2,28,N,A
62bc52ae010e9cd,2,28,N,A
fdea1052a431170,2,29,N,A
e0d0733079fb995,1,24,N,A
8c95a4da2626210,2,40,N,A
c18ebf22d98fe79,1,26,N,A
f41de6e83ba5c01,1,21,N,B
0ee77bcd7e858b9,1,26,N,A
4e2dfe062b4f48b,2,48,N,A
97ae7d5ece3b2fe,2,36,N,A
3c56e18fbd47d6b,2,25,N,B
61f03771ecce5ee,2,30,N,A
669f97ad9b2e47f,1,36,N,A
77406fc2942aef3,1,22,N,A
cb8cccb9b5b7055,2,25,N,B
7763eb2681c3a72,2,34,N,A
02d98f69dd08610,2,27,N,A
0a665bca6123232,2,31,N,A
4edb87ad692bfc0,1,38,N,A
daaa9f2dc98f3bc,1,20,N,B
aed934ea7b20482,2,26,N,A
7fade18e37047c9,2,30,N,B
c77712c96c2dc16,2,31,N,A
e67434ac011f1b7,2,25,N,A
4287220b521f32a,1,36,N,A
bd9a565584d7323,1,48,N,B
acb26cba9c3d018,2,34,N,A
c55fe53461f0b59,1,20,N,A
f01d4ff4d2f355e,1,34,N,B
ec76264eeb354ed,1,24,N,B
3770a58194d4717,1,23,N,B
c1880d857611fde,2,32,N,A
d760c18da7f279d,1,33,N,A
5640c60a8063244,1,22,N,A
9da5959aea23fbd,1,28,N,A
d879ae05c2bdc02,1,35,N,A
a4da2baa733b6f8,1,21,N,A
cec2b62a3ad3013,1,31,N,A
c410bd6a873db21,1,47,N,B
6d63a6ae820cd12,1,35,N,A
87340eb3d16bec5,2,25,N,B
07c2cc61f2db749,1,24,N,B
3bfd2d218174adc,1,23,N,A
3da921ebddb14a8,1,27,N,B
e1d12e624a193cd,1,27,N,B
54ed3db65523032,2,23,N,B
e5069ed08e9b863,1,30,N,A
de86d002e575a8a,2,32,N,A
28f599452c63c8f,1,26,N,A
cd5cc4838cda726,1,24,N,B
2d9a0a103cfe89b,1,20,N,A
6e8c9e262284c60,2,22,N,A
aa823b2d18d90e1,1,40,N,A
942be733252ead0,1,24,N,A
c76d85ff6b23d31,2,29,N,A
a9dfb21aa1b76a5,2,31,N,A
2d9302766d87c16,2,21,N,A
85a7e5f37715e60,1,26,N,B
2ecebf98b009d15,2,37,N,A
cb201f0d4cb98f5,1,21,N,B
b41c8e8b8e7999f,1,16,N,A
abdc2602369e71e,2,30,N,B
7ca67eae1bbf3ec,2,23,N,A
f9ce474aae2974c,2,28,N,B
5c6f5e25cdd9452,1,30,N,B
cdc13896b2facc2,1,22,N,B
fc87e6ea2ca3774,2,32,N,A
931f6344ed03238,2,32,N,A
1c08e87240c871a,2,30,N,A
d86e69557aa9374,2,21,N,A
75b1ee144271aa7,1,31,N,B
193d651dc6d165c,2,28,N,A
982d2405a9141a7,1,23,N,B
3d625e9139e9502,1,37,N,A
1f64647057ca237,1,27,N,A
cc3b603cce1b7c2,1,36,N,A
f26e37d4eb84df6,1,24,N,B
cf07536aff5e66b,1,26,N,B
929f718c2026c68,2,47,N,A
c3ec0ad1d87c16d,1,32,N,B
d0328fe13ef6846,2,28,N,A
e64beccc0346c5f,2,29,N,B
8b4e4f7f4854a83,1,24,N,A
819043eea4b1ac4,1,39,N,B
d12522480717d33,2,34,N,A
49961e95c13b32a,2,51,N,A
d7725aa51656ca5,2,29,N,A
4c46f94a7265e60,2,25,N,A
581e68dddfae8d1,2,23,N,A
b8c8d9627c4a5a5,1,34,N,A
d4c1f078222737e,2,24,N,A
e565322e88e21ad,1,23,N,B
ddbdac22325dd77,1,44,N,A
70294a16d731cd9,1,21,N,B
2d0b928ba02357f,1,25,N,B
4e61b2d7da61205,1,32,N,B
b89dd86581f4636,2,24,N,B
799b69ddedc84b7,1,24,N,A
f4f466eadb4404c,2,31,N,A
59359e23570ab78,1,41,N,B
8138f645d935f7e,2,37,N,B
dfd2da0c9dd6426,1,21,N,B
aa6f5831e27329d,1,23,N,A
725d59e4837c8f8,1,23,N,B
985330743eb4c09,1,35,N,A
e78b092935a8e9d,1,30,N,A
de1f86d352005d1,2,26,N,A
79565c156ba2564,1,29,N,B
b5e7290160f4477,2,29,N,A
fc65f3b5ef90048,2,44,N,A
2cd0dd2b05be232,1,29,N,A
508d151f010c805,1,32,N,B
f0ee99dbe627b39,2,22,N,A
93d4d33a4c80c21,1,30,N,A
e0dad1468e7029d,1,21,N,A
10df6e628672453,1,28,N,B
1f9b91fadf203a3,1,23,N,A
62fbf2547c0c664,1,48,N,B
f8e1da675251695,1,28,N,A
37fb3f4126f7d91,2,45,N,A
6b982d74625583f,2,32,N,A
bba632c9a46b3eb,2,31,N,A
0a8cb37b6ebfe84,1,56,N,B
a1db30639a3a9a6,2,31,N,A
e23f0b1ad233401,1,29,N,B
812b5239fa55445,1,40,N,B
98a4ed8ef2ddfaa,2,18,N,B
6286aeb81be1937,2,29,N,A
3fb3742352e3207,1,34,N,B
986225c23c18118,2,27,N,B
430739a54764754,1,19,N,B
569b286e7c12e14,2,30,N,B
61bae3e38ebe842,2,27,N,A
9382e76546ce338,1,38,N,A
84c1716fb39ad21,1,32,N,A
be70711bf981b45,1,49,N,B
51072ff33250223,1,21,N,A
bb68f318c85e1db,1,34,N,B
c8e0b0a1fcfa92a,2,37,N,A
2d8aa9706f2f09b,2,20,N,A
4d7ae28494b9630,2,22,N,A
942c2a3dd6a923e,1,25,N,B
c582d263167abb3,1,34,N,B
6bc82980652da48,1,41,N,B
3358ab16ee1f2ea,2,21,N,A
46f983e9b262ecf,2,31,N,A
bd8efb756917fef,1,29,N,B
18a462a07c12457,2,29,N,A
5d12c90644837c3,1,31,N,A
108ba38ab7e98a7,2,27,N,B
72a309ea8290ddf,2,32,N,B
6f820a93ae8afb6,1,43,N,A
4f2351e913296de,2,16,N,A
c045216f60a1469,2,35,N,A
45e21bb01e40d52,2,41,N,A
50fa80dab684018,1,24,N,B
b8b13560b699d21,2,33,N,A
b2084b603df91f6,2,30,N,A
4e283bddbbc54a5,1,34,N,A
766b0f76d07050c,1,34,N,A
b9d4dddda68289e,1,25,N,A
3316b7003439c43,1,20,N,A
b5829b8e68d33c8,1,41,N,B
2335784872ef2db,2,25,N,A
1aef19fb512fcd3,2,32,N,A
140624289b32df4,2,33,N,A
51637f705b29e4a,1,47,N,B
38a32fb52fe23d7,1,36,N,A
330fdf268f6c1ee,1,22,N,B
2febf47ac0e2052,1,32,N,A
c51612df3a14349,2,22,N,B
f938aa99eeebaa7,1,23,N,A
b70299254340f36,1,42,N,A
d43544056666870,2,34,N,A
2b0ee984d698156,1,23,N,A
545b8027657265d,1,26,N,B
a89d3c2f784319b,2,19,N,A
4b82f377fe19f22,2,26,N,B
c8789e4b849a28f,2,26,N,A
e4281ad6b8c48ea,2,25,N,B
0480a70798c5fef,1,23,N,B
d358126af1171e6,1,38,N,A
7c8ff0222991c58,2,29,N,A
6e62e2460742258,2,23,N,A
c051a444226f814,2,23,N,A
7e1647d87f37663,2,23,N,A
9b3546609e84068,2,47,N,A
302724b7837a649,2,36,N,A
ff3aa0ce321a896,1,35,N,B
f091a24c4f12dcd,1,22,N,A
ccfdd6b963c4131,1,28,N,B
57283fda19fea92,1,37,N,B
43d98117c60d476,1,28,N,B
f462fa5dafe0d72,1,31,N,A
ba8c897d487a1fd,2,23,N,A
8257cd0962bb8fe,2,28,N,A
56ec4c8b4a4ea6e,2,22,N,A
c55b7c7789d94c1,1,39,N,A
67e57465fa9e498,2,31,N,A
57d885c2399bdcc,2,24,N,A
d1f88dbd992f21a,2,25,N,A
2c078a89a7bcab4,1,21,N,A
8fae747eaeb7fa3,1,24,N,A
dad77f180a841c6,2,37,N,A
652627ff68581fd,1,25,N,B
81e773783a7f5d4,1,28,N,A
cee8b3a58b48437,1,45,N,A
4c3a1376611e48e,2,24,N,B
8e5602e842e0589,2,30,N,B
cfc8e531e1bb2e8,1,35,N,B
00020ba234abeaa,1,42,N,B
c27b85954f274c2,1,33,N,B
9c1c24933be2d33,1,57,N,A
e95175108136b92,1,23,N,B
af3c3c8e1558446,2,31,N,B
127175cf7f38c2c,1,37,N,A
0ee393750112ab8,1,22,N,A
8043de387a69393,2,31,N,B
b81a2cf101af452,1,21,N,A
5aed54d62f22214,2,21,N,A
d6a9eee66a9b773,1,41,N,A
2be82a30f67c947,2,45,N,A
5e3e11b918d91b9,1,22,N,B
d957c98b9c6171f,1,21,N,A
39047d5b4dc8f9f,2,27,N,A
0d48784a0a05aee,1,27,N,B
881ee9376d62770,2,22,N,A
83ac37c67fa9f6e,1,23,N,A
b90ec1df1c6d300,2,26,N,B
26258370b4b875f,1,23,N,B
e2bcdd61edadf68,1,28,N,B
84cb0984f2f0eba,2,42,N,A
b5eb0e1f0f349b7,1,20,N,A
8c40033e047ea25,1,49,N,A
1308a023c361459,2,45,N,A
e6e6767374cef07,2,30,N,A
b4f31b5856f2798,1,29,N,B
047c164148cf4fd,2,23,N,A
effa820ed0f761f,1,30,N,B
0e791f18a2da9a7,2,29,N,A
6f0020d958f8f9b,1,31,N,A
a6b9f7110e15a53,2,24,N,A
a99e9b22714a812,2,30,N,B
3207867efc90697,2,28,N,A
4b017cf301b52b6,1,34,N,A
5560b78cd8a5bf1,2,23,N,A
04f29361ec2f6b7,2,33,N,A
170ebd21c588fd4,1,30,N,B
2ff7712f29c7a0d,2,31,N,B
274931c68b9aeeb,2,26,N,A
fbc320172403767,2,26,N,A
d175e56e4077f7d,1,22,N,B
e99334a60a61423,1,23,N,B
a7c7d8c302be4ad,2,35,N,A
02a0af6ae5e1548,2,20,N,A
89d510fae0f10e2,1,28,N,B
8e7cf7f47d3d4ed,2,32,N,A
45405ef34dceac2,2,30,N,A
cafb6fdefaa4d81,1,31,N,A
37a774a86c2f577,2,30,N,A
2d02ceaa966b0ef,2,28,N,A
f06073e3e0ed60f,1,27,N,A
ecf72ebf56434ec,2,26,N,A
9f278d1c8f68717,2,29,N,A
66f864fee2adcd5,1,28,N,B
1fb9f5755e3f69d,1,28,N,A
0d51f0c8c5f3914,2,29,N,A
86e254567e81991,1,30,N,A
de57f64551b4d5c,1,20,N,A
2d57173861a3e08,2,27,N,A
c3752860485ef5c,1,24,N,B
e3366d51a1e922b,2,27,N,A
9d733c653bd9b07,1,29,N,B
7ff1f9d96918db9,1,31,N,B
e88a4f2778d255c,2,25,N,B
a9963aee928553e,2,24,N,B
9f9a837cc02adf6,2,41,N,A
8a46cafc25257d6,2,15,N,A
e8f2415b1ea2094,1,22,N,A
254e40747ee6e56,2,26,N,A
24a6ba4a78646ea,2,24,N,B
583bd4f29a21bd0,1,23,N,A
3b97b30145490c5,1,24,N,B
a5c8f46d84eea7a,2,26,N,A
3ff5538252730d9,1,38,N,A
3893eb2557ab7b3,1,43,N,A
966d81e2a15fe84,2,23,N,A
493ca7644610f9e,2,22,N,A
f0df5e211bccba8,2,38,N,B
9fec749fc7ca79c,2,27,N,A
21970ca8edc0e48,2,25,N,B
61d4ce91897220e,2,37,N,A
341330f54a53870,2,26,N,A
4ad1fbfcbb24a96,2,36,N,A
0bd90d1e8cc2fc3,1,22,N,B
b476a257d867dc1,2,28,N,A
b27ea1f19f3dfa7,2,27,N,A
84584a3e16787ec,1,27,N,B
b16ade04ef935cd,2,43,N,A
8e9b9e531724cc6,1,32,N,A
cad7bbd1ea01a9c,2,21,N,A
85bc123eda5a8cb,2,25,N,A
f19ba03a9e54b16,1,46,N,A
b78aee0bbb32d8a,1,38,N,B
99552b751c8bb15,1,44,N,A
594d48518d3b8c8,1,30,N,B
4efce74e59ab974,1,37,N,B
02c5129216edb2e,1,19,N,B
7f52ae1bbe950da,1,24,N,B
f7f15536597a47b,1,35,N,B
770db8b00b0bdc4,1,22,N,B
4b2006f511970b3,2,25,N,B
05799b4ee46a783,1,17,N,A
43935cc21a7ac2d,1,27,N,B
1a047197781f610,2,27,N,A
00c93ba1651204e,2,24,N,B
ef5b7ac059bef62,2,25,N,A
f4c189db07e4ad3,1,20,N,B
6b8d013f6dddfec,2,25,N,B
c9486700490e4c7,2,40,N,A
a16401ba66ed0a9,2,25,N,B
c95bc3ce98f8a29,2,27,N,A
47b8c089e631a26,2,21,N,B
bad543438677bcd,1,34,N,A
8061c2bbd74f6c4,1,44,N,A
542005df0ba4d20,1,33,N,A
a6af37cc8f62626,1,26,N,A
91c2e816e1e084e,2,34,N,A
56304a33545a7f2,1,30,N,B
f779f2ce654e6e8,1,31,N,A
8150f6ec7e2a1d8,1,21,N,B
08fbd885c81fd39,2,25,N,A
b4de3a49c3ebedc,2,30,N,A
704f0463929c1c5,2,20,N,A
be3ccaf69224199,2,29,N,B
67d7f09f577a978,2,22,N,B
ad09cef67a7d529,1,25,Y,A
43b9d63b455383f,2,20,N,B
f84d471cb577133,1,25,N,B
fc85f13cc1c8f85,2,22,N,A
db4acc5c73dc13c,1,35,N,A
b820fa07bca7979,2,23,N,A
ac99224e75ac484,1,34,N,A
cafec638374bd11,2,35,N,A
9a99ce9dab87cb3,1,39,N,A
32082b0c9f603f7,2,22,N,A
9f9fa39a38dbef4,2,27,N,A
c64194aae883dde,1,26,N,A
d7ba028382cbceb,2,27,N,A
337c957223beee1,2,30,N,A
c72eb867d34e8f9,1,23,N,B
a5e6d6f18541a93,2,26,N,A
3825ae815eb643a,2,33,N,A
efc7287401ff9b8,1,28,N,A
3666001dc96c1fd,1,35,N,A
e6f7bc8117bf7a8,1,28,N,A
3b1115f315567cc,1,35,N,A
f3d907383bb7ebd,2,27,N,A
62078294b6e7ddf,1,27,N,A
37dd99edada288e,2,25,N,A
fe56b1a4468e920,2,24,N,B
780f8dc29ee9d6f,2,25,N,A
5b26da554006bc8,2,22,N,A
369809ecb40d29a,2,26,N,A
174bef41b0bdf36,2,31,N,A
5b376a919b8cc43,2,43,N,A
0f8db9191e277d8,2,27,N,A
0b9168f740a04d9,2,33,N,B
a9529be4fc7f43e,2,37,N,B
c2b865744370d1c,1,27,N,B
aab0ef9cae4c97c,2,28,N,A
4517ce4037a9be2,1,28,N,B
68eb14431444cd6,2,26,N,A
50a29e2d6ade11a,2,17,N,A
0e7d5ab5b66763a,1,47,N,A
eceb7634dfd0d17,1,33,N,A
55d5770d4158b90,1,41,N,A
ac059cc090b4cb6,1,37,N,A
448dcdc66ef154f,2,27,N,A
19ae86d0c40dacc,2,29,N,A
026fc512000acd0,2,29,N,A
95ad9a9d4f96b70,2,34,N,B
ad7df8fa3853e89,1,26,N,A
23897bb7addda24,1,31,N,A
e3a198c504a6144,1,40,N,A
f2d2ea76b2d983c,2,37,N,A
4002db5f24c8f00,1,39,N,B
8f80a8ea9a223a6,2,28,N,A
db6eeef57cc6734,2,31,N,A
5994b5c12663a4f,1,34,N,A
476ad95eb677ae0,2,33,N,A
65fa3a662734334,1,36,N,B
ed3625fff6e74fb,1,24,N,B
20f13a776e73b2c,2,27,N,A
787944fd32fa66d,1,39,N,A
7f5002349d80a37,2,35,N,A
26cba10d03f7447,1,40,N,A
bb6c0de7e95a159,1,27,N,A
c886402301e9832,1,38,N,A
fd0cc559c26fa6c,2,27,N,A
94f4a03c5ce8bb1,1,31,N,A
625c2085685f4d7,2,31,N,A
613e446ca44239d,2,28,N,A
4cf1596411bd031,2,43,N,A
aabb292836b024c,2,46,N,A
88e5a1eb05f0f62,1,21,N,A
fcaacf10fffa1f4,2,41,N,A
46cbdfd3063c8f3,1,21,N,B
f3573834153717f,2,28,N,B
e6f1fed72c7baaa,1,24,N,A
8dced32eb829662,1,23,N,A
ed3d3986f6a4f8a,1,42,N,A
c7a6fb2de26c8d6,2,36,N,A
a270f23f99c37e5,1,23,N,B
5e3f57daee7f015,2,23,N,A
ad01b30467f3be5,1,20,N,B
2277080c900cfc3,1,39,N,A
421aeb50e25a638,2,27,N,A
7613ac41b19f28f,1,43,N,A
d9b91915882d69d,1,22,N,A
feccca3c6469b96,2,37,N,B
5aed915517c55e8,2,27,N,A
d13479bcd6c953d,1,24,N,B
47ed63264dbbbd8,1,36,N,B
3ac51e4760b85b2,1,32,N,A
a2a3e9b523d1081,1,27,N,B
0d0b04954563cdf,1,47,N,B
89b543c666f28ba,1,23,N,B
93476b255c6358f,1,33,N,B
0f5ad456dacf003,1,23,N,B
076246c4a6115bb,2,21,N,A
f53af77ddae6638,1,33,N,A
df248478610fa88,2,25,N,A
e4966e69ad511ed,2,26,N,B
17daf8bd81f58df,2,26,N,A
9129ce0e4a4dc0a,1,49,N,A
f62628c6bdae7c2,2,45,N,A
49808ba50a697ae,1,30,N,A
3da75b284a98151,1,26,N,A
e924f692a2c3b7c,2,22,N,A
cf2d22e59432f1f,1,24,N,B
31adf94b0e44c1f,1,39,N,A
caec57e98b4ab60,1,29,N,B
b6301cc845469b8,2,26,N,A
d92d6dbd467a36f,2,39,N,B
a01cc7cb05f4ff6,1,27,N,A
0ba77ceab097be9,2,35,N,A
d10163ef626bb25,1,29,N,B
611296a38cedab8,1,22,N,B
811cf9d785b1356,2,26,N,A
e36c928e2f8459b,1,25,Y,A
645456f66668fc4,2,27,N,B
baab57ceaf74920,2,32,N,A
7be57478c1bd57a,1,30,N,B
00b232e0296bbd7,2,28,N,A
e02b30323ab8a30,2,28,N,B
a112ee167a04275,2,26,N,A
9d822558fd24627,2,20,N,A
8e7f8684ff80022,2,31,N,A
eef54d4eeb595ad,1,21,N,A
3204a58add68196,2,23,N,A
854c1fc9e3fb494,2,33,N,A
2d9d430a97422bf,2,24,N,B
dd037c93819a4a8,2,25,N,A
fb22c82b6dd8efc,2,44,N,A
20a059aef3fa613,1,24,N,A
a88a4ab2735c525,2,40,N,A
17406cece5df0b8,1,22,N,B
8442505edf003df,2,33,N,A
6c444881a65ca15,2,34,N,A
3840036de8aaa4e,2,24,N,A
1450c4b3217dfce,2,26,N,A
c28ff1bbcefe01d,2,26,N,B
160adab32ac276a,2,27,N,A
2ccbc99c9576458,1,43,N,A
567a65c5ffbf7bd,2,23,N,B
0b1b92338594318,1,28,N,B
b2dd1f7df43c428,2,40,N,A
17c7499fb8d4006,1,28,N,B
800bc8d3ce4d29e,2,27,N,A
8505698a2dcb4c9,2,34,N,A
dbd25404b2792d9,1,25,N,A
faf2a3d2d73ca03,1,44,N,A
5990519c9976b93,1,29,N,A
1594388c027966b,2,25,N,A
d08159c5cb6a661,1,24,N,A
650ed48e97f9bc4,1,22,N,B
38bf1ee7b172020,2,25,N,A
7de368bd5ed008f,1,45,N,A
04c130e8b39bb1e,1,20,N,B
5470519e96dc9f4,1,21,N,A
c0ed00beb3dfa26,2,26,N,B
0e320ae957827d9,2,30,N,A
d6bedd33e73772f,1,40,N,B
29e541972ff90b0,1,38,N,A
ae64cee7ce915cb,1,29,N,A
9937fac2bbf8984,1,21,N,B
8bc5e96842bae9e,2,32,N,A
1d910d57f45af4f,1,27,N,B
a99dbd3d287b851,2,26,N,A
1a41e06ecd35550,2,21,N,B
5b2be1a0e51901b,1,35,N,B
278082848cc07e7,2,24,N,B
05820afb4d52f72,1,23,N,B
15613b87cda80d0,1,24,N,A
250bd29233f2935,1,28,N,B
439a092120d4735,1,19,N,B
223d56c190d1d04,2,35,N,A
de44692cb358ce9,1,41,N,A
2d350eec35e9115,1,25,N,A
71b3f73c0077930,1,34,N,B
4c0f7e6f126c43d,2,29,N,A
558617281344993,2,30,N,A
00972442a66b154,2,26,N,B
9b0ff4ccd2a62db,2,27,N,A
b8b0dc6ed4bdfe7,1,35,N,A
d95c099da15d380,1,32,N,B
a7d3d8c826cf648,1,25,N,B
dcc53eade67c0f3,1,27,N,A
09a96dda7a1c0f3,2,34,N,A
d5b948af115b509,2,41,N,B
382ca33a3251293,2,28,N,B
43a2000303bca55,2,23,N,A
a6ab60d4378143f,2,29,N,A
80e3e422905dc00,1,23,N,A
2d1db35e12f3075,1,21,N,B
dd90502d506b59c,2,24,N,A
9133e2218feff41,1,26,N,B
5cc9f31fc4a54ae,2,27,N,A
dfab2166819d59c,1,28,N,A
f8dd3c6f40853d2,2,20,N,B
b225acff72074ef,2,30,N,A
5520ce731d46ac4,2,29,N,A
ec8659bbd3dc8a3,1,23,N,B
604d3f80df950d0,2,26,N,A
